iteration,S
456,-255.017
457,-255.017
458,-255.017
459,-255.017
460,-255.017
461,-255.017
462,-255.017
463,-255.017
464,-255.017
465,-255.017
466,-255.017
467,-255.017
468,-255.017
469,-255.017
470,-255.017
471,-255.017
472,-255.017
473,-255.017
474,-255.017
475,-255.017
476,-255.017
477,-255.017
478,-255.017
479,-255.017
480,-255.017
481,-255.017
482,-255.017
483,-255.017
484,-255.017
485,-255.017
486,-255.017
487,-255.017
488,-255.017
489,-255.017
490,-255.017
491,-255.017
492,-255.017
493,-255.017
494,-255.017
495,-255.017
496,-255.017
497,-255.017
498,-255.017
499,-255.017
500,-255.017
