i,j,value
-29,28,-0.0253982
-29,29,-0.0168453
-29,30,-0.00839796
-29,31,0
-28,-31,0
-28,-30,-0.0121809
-28,-29,-0.0244625
-28,-28,-0.0369307
-28,-27,-0.0496693
-28,-26,-0.0627584
-28,-25,-0.0762731
-28,-24,-0.0902824
-28,-23,-0.104847
-28,-22,-0.120018
-28,-21,-0.135835
-28,-20,-0.152321
-28,-19,-0.169485
-28,-18,-0.187316
-28,-17,-0.205779
-28,-16,-0.224816
-28,-15,-0.244342
-28,-14,-0.264244
-28,-13,-0.284377
-28,-12,-0.304566
-28,-11,-0.324607
-28,-10,-0.344266
-28,-9,-0.363288
-28,-8,-0.381396
-28,-7,-0.398303
-28,-6,-0.413718
-28,-5,-0.427358
-28,-4,-0.438957
-28,-3,-0.448276
-28,-2,-0.455119
-28,-1,-0.459336
-28,0,-0.460835
-28,1,-0.459583
-28,2,-0.45561
-28,3,-0.449008
-28,4,-0.439924
-28,5,-0.428552
-28,6,-0.41513
-28,7,-0.399921
-28,8,-0.383207
-28,9,-0.365277
-28,10,-0.346417
-28,11,-0.326901
-28,12,-0.306985
-28,13,-0.286899
-28,14,-0.266848
-28,15,-0.247005
-28,16,-0.227514
-28,17,-0.208486
-28,18,-0.190008
-28,19,-0.172135
-28,20,-0.154902
-28,21,-0.138319
-28,22,-0.122379
-28,23,-0.107056
-28,24,-0.0923112
-28,25,-0.078094
-28,26,-0.0643436
-28,27,-0.0509912
-28,28,-0.0379619
-28,29,-0.025176
-28,30,-0.0125505
-28,31,0
-27,-31,0
-27,-30,-0.0161575
-27,-29,-0.0324508
-27,-28,-0.0489959
-27,-27,-0.0659063
-27,-26,-0.0832907
-27,-25,-0.101252
-27,-24,-0.119884
-27,-23,-0.139271
-27,-22,-0.159484
-27,-21,-0.180579
-27,-20,-0.202592
-27,-19,-0.225536
-27,-18,-0.249402
-27,-17,-0.274148
-27,-16,-0.299699
-27,-15,-0.325945
-27,-14,-0.352736
-27,-13,-0.37988
-27,-12,-0.407143
-27,-11,-0.434248
-27,-10,-0.460879
-27,-9,-0.486687
-27,-8,-0.511291
-27,-7,-0.534296
-27,-6,-0.555298
-27,-5,-0.573903
-27,-4,-0.589738
-27,-3,-0.602472
-27,-2,-0.611826
-27,-1,-0.617591
-27,0,-0.619636
-27,1,-0.617915
-27,2,-0.612471
-27,3,-0.603433
-27,4,-0.591007
-27,5,-0.57547
-27,6,-0.557151
-27,7,-0.536419
-27,8,-0.513668
-27,9,-0.489297
-27,10,-0.463702
-27,11,-0.437259
-27,12,-0.410317
-27,13,-0.383191
-27,14,-0.356154
-27,15,-0.32944
-27,16,-0.30324
-27,17,-0.277702
-27,18,-0.252936
-27,19,-0.229015
-27,20,-0.205979
-27,21,-0.18384
-27,22,-0.162583
-27,23,-0.14217
-27,24,-0.122547
-27,25,-0.103642
-27,26,-0.0853716
-27,27,-0.0676414
-27,28,-0.0503494
-27,29,-0.0333874
-27,30,-0.0166427
-27,31,0
-26,-31,0
-26,-30,-0.0200563
-26,-29,-0.0402843
-26,-28,-0.0608319
-26,-27,-0.0818437
-26,-26,-0.103459
-26,-25,-0.125809
-26,-24,-0.149016
-26,-23,-0.17319
-26,-22,-0.198424
-26,-21,-0.224794
-26,-20,-0.252351
-26,-19,-0.281119
-26,-18,-0.311091
-26,-17,-0.342221
-26,-16,-0.374424
-26,-15,-0.407566
-26,-14,-0.441462
-26,-13,-0.475873
-26,-12,-0.510507
-26,-11,-0.545011
-26,-10,-0.578982
-26,-9,-0.611969
-26,-8,-0.643479
-26,-7,-0.672996
-26,-6,-0.69999
-26,-5,-0.723939
-26,-4,-0.74435
-26,-3,-0.76078
-26,-2,-0.772857
-26,-1,-0.7803
-26,0,-0.782934
-26,1,-0.780697
-26,2,-0.773647
-26,3,-0.761958
-26,4,-0.745906
-26,5,-0.72586
-26,6,-0.702261
-26,7,-0.675599
-26,8,-0.646393
-26,9,-0.615169
-26,10,-0.582443
-26,11,-0.548703
-26,12,-0.514399
-26,13,-0.479932
-26,14,-0.445652
-26,15,-0.411851
-26,16,-0.378766
-26,17,-0.346579
-26,18,-0.315423
-26,19,-0.285383
-26,20,-0.256504
-26,21,-0.228793
-26,22,-0.202223
-26,23,-0.176745
-26,24,-0.152281
-26,25,-0.12874
-26,26,-0.10601
-26,27,-0.0839712
-26,28,-0.0624915
-26,29,-0.0414327
-26,30,-0.0206512
-26,31,0
-25,-31,0
-25,-30,-0.023853
-25,-29,-0.047915
-25,-28,-0.0723672
-25,-27,-0.0973871
-25,-26,-0.123146
-25,-25,-0.149808
-25,-24,-0.177524
-25,-23,-0.206433
-25,-22,-0.236655
-25,-21,-0.268287
-25,-20,-0.301402
-25,-19,-0.336039
-25,-18,-0.372197
-25,-17,-0.409834
-25,-16,-0.448854
-25,-15,-0.489105
-25,-14,-0.530373
-25,-13,-0.572374
-25,-12,-0.614753
-25,-11,-0.657083
-25,-10,-0.698866
-25,-9,-0.739541
-25,-8,-0.778492
-25,-7,-0.815064
-25,-6,-0.848582
-25,-5,-0.878377
-25,-4,-0.903813
-25,-3,-0.924315
-25,-2,-0.939398
-25,-1,-0.948696
-25,0,-0.951976
-25,1,-0.949161
-25,2,-0.940325
-25,3,-0.925696
-25,4,-0.905638
-25,5,-0.88063
-25,6,-0.851245
-25,7,-0.818116
-25,8,-0.781909
-25,9,-0.743294
-25,10,-0.702924
-25,11,-0.661412
-25,12,-0.619317
-25,13,-0.577134
-25,14,-0.535287
-25,15,-0.49413
-25,16,-0.453945
-25,17,-0.414943
-25,18,-0.377277
-25,19,-0.34104
-25,20,-0.306273
-25,21,-0.272977
-25,22,-0.24111
-25,23,-0.210601
-25,24,-0.181353
-25,25,-0.153245
-25,26,-0.126138
-25,27,-0.0998821
-25,28,-0.0743135
-25,29,-0.0492618
-25,30,-0.0245506
-25,31,0
-24,-31,0
-24,-30,-0.0275214
-24,-29,-0.0552906
-24,-28,-0.0835237
-24,-27,-0.112433
-24,-26,-0.142225
-24,-25,-0.173097
-24,-24,-0.205234
-24,-23,-0.238806
-24,-22,-0.273965
-24,-21,-0.310836
-24,-20,-0.349515
-24,-19,-0.390061
-24,-18,-0.432491
-24,-17,-0.476767
-24,-16,-0.522793
-24,-15,-0.570405
-24,-14,-0.619362
-24,-13,-0.669337
-24,-12,-0.719917
-24,-11,-0.770596
-24,-10,-0.820777
-24,-9,-0.869777
-24,-8,-0.916842
-24,-7,-0.961158
-24,-6,-1.00188
-24,-5,-1.03817
-24,-4,-1.06922
-24,-3,-1.09428
-24,-2,-1.11274
-24,-1,-1.12412
-24,0,-1.12812
-24,1,-1.12465
-24,2,-1.11379
-24,3,-1.09585
-24,4,-1.07129
-24,5,-1.04073
-24,6,-1.00491
-24,7,-0.964625
-24,8,-0.920722
-24,9,-0.874039
-24,10,-0.825385
-24,11,-0.775512
-24,12,-0.7251
-24,13,-0.674742
-24,14,-0.624942
-24,15,-0.576112
-24,16,-0.528575
-24,17,-0.48257
-24,18,-0.43826
-24,19,-0.395741
-24,20,-0.355047
-24,21,-0.316161
-24,22,-0.279025
-24,23,-0.243541
-24,24,-0.209583
-24,25,-0.177001
-24,26,-0.145624
-24,27,-0.115267
-24,28,-0.0857343
-24,29,-0.0568203
-24,30,-0.0283138
-24,31,0
-23,-31,0
-23,-30,-0.0310331
-23,-29,-0.0623539
-23,-28,-0.0942159
-23,-27,-0.126868
-23,-26,-0.160554
-23,-25,-0.195508
-23,-24,-0.231952
-23,-23,-0.270092
-23,-22,-0.310114
-23,-21,-0.352178
-23,-20,-0.396412
-23,-19,-0.442901
-23,-18,-0.491684
-23,-17,-0.54274
-23,-16,-0.595979
-23,-15,-0.651232
-23,-14,-0.708239
-23,-13,-0.766637
-23,-12,-0.825956
-23,-11,-0.88561
-23,-10,-0.944897
-23,-9,-1.003
-23,-8,-1.05901
-23,-7,-1.11194
-23,-6,-1.16073
-23,-5,-1.20433
-23,-4,-1.24172
-23,-3,-1.27198
-23,-2,-1.29429
-23,-1,-1.30805
-23,0,-1.31288
-23,1,-1.30864
-23,2,-1.29546
-23,3,-1.27371
-23,4,-1.24402
-23,5,-1.20716
-23,6,-1.16408
-23,7,-1.11578
-23,8,-1.06331
-23,9,-1.00772
-23,10,-0.950003
-23,11,-0.891057
-23,12,-0.831699
-23,13,-0.772626
-23,14,-0.714423
-23,15,-0.657556
-23,16,-0.602386
-23,17,-0.549171
-23,18,-0.498077
-23,19,-0.449195
-23,20,-0.402542
-23,21,-0.35808
-23,22,-0.315722
-23,23,-0.275339
-23,24,-0.236771
-23,25,-0.199834
-23,26,-0.16432
-23,27,-0.130009
-23,28,-0.0966657
-23,29,-0.0640492
-23,30,-0.0319112
-23,31,0
-22,-31,0
-22,-30,-0.0343569
-22,-29,-0.0690431
-22,-28,-0.104351
-22,-27,-0.140568
-22,-26,-0.177977
-22,-25,-0.216854
-22,-24,-0.257459
-22,-23,-0.300041
-22,-22,-0.344826
-22,-21,-0.392013
-22,-20,-0.441769
-22,-19,-0.494215
-22,-18,-0.549422
-22,-17,-0.607396
-22,-16,-0.668064
-22,-15,-0.731261
-22,-14,-0.79672
-22,-13,-0.86405
-22,-12,-0.932728
-22,-11,-1.00209
-22,-10,-1.07133
-22,-9,-1.13948
-22,-8,-1.20545
-22,-7,-1.26804
-22,-6,-1.32597
-22,-5,-1.37792
-22,-4,-1.42261
-22,-3,-1.45885
-22,-2,-1.48563
-22,-1,-1.50216
-22,0,-1.50794
-22,1,-1.5028
-22,2,-1.4869
-22,3,-1.46074
-22,4,-1.4251
-22,5,-1.381
-22,6,-1.32961
-22,7,-1.27221
-22,8,-1.21012
-22,9,-1.14461
-22,10,-1.07687
-22,11,-1.00801
-22,12,-0.938967
-22,13,-0.870556
-22,14,-0.803438
-22,15,-0.738131
-22,16,-0.675024
-22,17,-0.614382
-22,18,-0.556368
-22,19,-0.501053
-22,20,-0.448429
-22,21,-0.398425
-22,22,-0.350918
-22,23,-0.305742
-22,24,-0.262696
-22,25,-0.221554
-22,26,-0.182069
-22,27,-0.14398
-22,28,-0.107012
-22,29,-0.0708849
-22,30,-0.035311
-22,31,0
-21,-31,0
-21,-30,-0.0374596
-21,-29,-0.0752909
-21,-28,-0.113827
-21,-27,-0.153396
-21,-26,-0.194324
-21,-25,-0.236928
-21,-24,-0.281515
-21,-23,-0.328377
-21,-22,-0.377787
-21,-21,-0.429992
-21,-20,-0.485206
-21,-19,-0.543596
-21,-18,-0.605277
-21,-17,-0.670292
-21,-16,-0.7386
-21,-15,-0.810059
-21,-14,-0.884403
-21,-13,-0.961227
-21,-12,-1.03997
-21,-11,-1.11989
-21,-10,-1.20006
-21,-9,-1.27937
-21,-8,-1.35654
-21,-7,-1.4301
-21,-6,-1.49849
-21,-5,-1.56009
-21,-4,-1.61327
-21,-3,-1.65653
-21,-2,-1.68857
-21,-1,-1.70836
-21,0,-1.71525
-21,1,-1.70904
-21,2,-1.68992
-21,3,-1.65855
-21,4,-1.61594
-21,5,-1.56338
-21,6,-1.50238
-21,7,-1.43456
-21,8,-1.36152
-21,9,-1.28485
-21,10,-1.20598
-21,11,-1.12621
-21,12,-1.04663
-21,13,-0.968178
-21,14,-0.89158
-21,15,-0.817399
-21,16,-0.746037
-21,17,-0.677756
-21,18,-0.612698
-21,19,-0.550902
-21,20,-0.492322
-21,21,-0.436843
-21,22,-0.384296
-21,23,-0.334468
-21,24,-0.28711
-21,25,-0.24195
-21,26,-0.198696
-21,27,-0.157042
-21,28,-0.116671
-21,29,-0.0772589
-21,30,-0.038479
-21,31,0
-20,-31,0
-20,-30,-0.0403053
-20,-29,-0.0810257
-20,-28,-0.122536
-20,-27,-0.165207
-20,-26,-0.20941
-20,-25,-0.255506
-20,-24,-0.303851
-20,-23,-0.354789
-20,-22,-0.408644
-20,-21,-0.465719
-20,-20,-0.526284
-20,-19,-0.590564
-20,-18,-0.658732
-20,-17,-0.730884
-20,-16,-0.807029
-20,-15,-0.887063
-20,-14,-0.970743
-20,-13,-1.05767
-20,-12,-1.14725
-20,-11,-1.23868
-20,-10,-1.33094
-20,-9,-1.42274
-20,-8,-1.51257
-20,-7,-1.59869
-20,-6,-1.6792
-20,-5,-1.75207
-20,-4,-1.81526
-20,-3,-1.86686
-20,-2,-1.90517
-20,-1,-1.92886
-20,0,-1.9371
-20,1,-1.92958
-20,2,-1.90659
-20,3,-1.86898
-20,4,-1.81807
-20,5,-1.75553
-20,6,-1.68329
-20,7,-1.60338
-20,8,-1.51782
-20,9,-1.42851
-20,10,-1.33717
-20,11,-1.24534
-20,12,-1.15427
-20,13,-1.06499
-20,14,-0.9783
-20,15,-0.894791
-20,16,-0.81486
-20,17,-0.738744
-20,18,-0.666546
-20,19,-0.598257
-20,20,-0.533777
-20,21,-0.472933
-20,22,-0.415498
-20,23,-0.361203
-20,24,-0.309743
-20,25,-0.260795
-20,26,-0.214014
-20,27,-0.169047
-20,28,-0.125531
-20,29,-0.0830982
-20,30,-0.0413788
-20,31,0
-19,-31,0
-19,-30,-0.0428562
-19,-29,-0.0861712
-19,-28,-0.130362
-19,-27,-0.175845
-19,-26,-0.223035
-19,-25,-0.272344
-19,-24,-0.324178
-19,-23,-0.378936
-19,-22,-0.437004
-19,-21,-0.498747
-19,-20,-0.564501
-19,-19,-0.634565
-19,-18,-0.709181
-19,-17,-0.788521
-19,-16,-0.872661
-19,-15,-0.961561
-19,-14,-1.05503
-19,-13,-1.15269
-19,-12,-1.25395
-19,-11,-1.35797
-19,-10,-1.46362
-19,-9,-1.56945
-19,-8,-1.67371
-19,-7,-1.77433
-19,-6,-1.86899
-19,-5,-1.95518
-19,-4,-2.03033
-19,-3,-2.09196
-19,-2,-2.13787
-19,-1,-2.16631
-19,0,-2.17617
-19,1,-2.16705
-19,2,-2.13935
-19,3,-2.09416
-19,4,-2.03324
-19,5,-1.95878
-19,6,-1.87325
-19,7,-1.77921
-19,8,-1.67917
-19,9,-1.57544
-19,10,-1.4701
-19,11,-1.36489
-19,12,-1.26125
-19,13,-1.1603
-19,14,-1.06288
-19,15,-0.969593
-19,16,-0.880799
-19,17,-0.796689
-19,18,-0.717303
-19,19,-0.642561
-19,20,-0.57229
-19,21,-0.506245
-19,22,-0.444129
-19,23,-0.385603
-19,24,-0.330302
-19,25,-0.277841
-19,26,-0.227821
-19,27,-0.179836
-19,28,-0.133475
-19,29,-0.0883255
-19,30,-0.0439722
-19,31,0
-18,-31,0
-18,-30,-0.0450732
-18,-29,-0.0906482
-18,-28,-0.137185
-18,-27,-0.185145
-18,-26,-0.234989
-18,-25,-0.287181
-18,-24,-0.342182
-18,-23,-0.40045
-18,-22,-0.462437
-18,-21,-0.52858
-18,-20,-0.599294
-18,-19,-0.674962
-18,-18,-0.755918
-18,-17,-0.842426
-18,-16,-0.934661
-18,-15,-1.03267
-18,-14,-1.13635
-18,-13,-1.24538
-18,-12,-1.35922
-18,-11,-1.47699
-18,-10,-1.59751
-18,-9,-1.71916
-18,-8,-1.83994
-18,-7,-1.95741
-18,-6,-2.06875
-18,-5,-2.17085
-18,-4,-2.26043
-18,-3,-2.3343
-18,-2,-2.38956
-18,-1,-2.42388
-18,0,-2.43574
-18,1,-2.42464
-18,2,-2.39108
-18,3,-2.33657
-18,4,-2.26343
-18,5,-2.17454
-18,6,-2.07312
-18,7,-1.96242
-18,8,-1.84554
-18,9,-1.72532
-18,10,-1.60416
-18,11,-1.4841
-18,12,-1.36671
-18,13,-1.2532
-18,14,-1.14441
-18,15,-1.04092
-18,16,-0.943018
-18,17,-0.850815
-18,18,-0.764259
-18,19,-0.683174
-18,20,-0.607293
-18,21,-0.536281
-18,22,-0.469755
-18,23,-0.407298
-18,24,-0.348472
-18,25,-0.292827
-18,26,-0.239905
-18,27,-0.189244
-18,28,-0.140383
-18,29,-0.0928609
-18,30,-0.0462193
-18,31,0
-17,-31,0
-17,-30,-0.0469158
-17,-29,-0.0943753
-17,-28,-0.142881
-17,-27,-0.192937
-17,-26,-0.245055
-17,-25,-0.299747
-17,-24,-0.357533
-17,-23,-0.418936
-17,-22,-0.484478
-17,-21,-0.554676
-17,-20,-0.630037
-17,-19,-0.711042
-17,-18,-0.798134
-17,-17,-0.891699
-17,-16,-0.992034
-17,-15,-1.09932
-17,-14,-1.21357
-17,-13,-1.33458
-17,-12,-1.46189
-17,-11,-1.59466
-17,-10,-1.73168
-17,-9,-1.8712
-17,-8,-2.01096
-17,-7,-2.14812
-17,-6,-2.27928
-17,-5,-2.40056
-17,-4,-2.50781
-17,-3,-2.59683
-17,-2,-2.66375
-17,-1,-2.70545
-17,0,-2.71985
-17,1,-2.70622
-17,2,-2.6653
-17,3,-2.59913
-17,4,-2.51085
-17,5,-2.40431
-17,6,-2.28371
-17,7,-2.15321
-17,8,-2.01665
-17,9,-1.87745
-17,10,-1.73843
-17,11,-1.60188
-17,12,-1.46949
-17,13,-1.34251
-17,14,-1.22176
-17,15,-1.10769
-17,16,-1.00052
-17,17,-0.900218
-17,18,-0.806604
-17,19,-0.71938
-17,20,-0.638159
-17,21,-0.562497
-17,22,-0.491909
-17,23,-0.425889
-17,24,-0.363921
-17,25,-0.305481
-17,26,-0.250046
-17,27,-0.1971
-17,28,-0.146128
-17,29,-0.0966224
-17,30,-0.0480798
-17,31,0
-16,-31,0
-16,-30,-0.0483438
-16,-29,-0.0972709
-16,-28,-0.147324
-16,-27,-0.199051
-16,-26,-0.253008
-16,-25,-0.309761
-16,-24,-0.369889
-16,-23,-0.43398
-16,-22,-0.502633
-16,-21,-0.576454
-16,-20,-0.656048
-16,-19,-0.742013
-16,-18,-0.834922
-16,-17,-0.935306
-16,-16,-1.04362
-16,-15,-1.16022
-16,-14,-1.28529
-16,-13,-1.41881
-16,-12,-1.56045
-16,-11,-1.7095
-16,-10,-1.86477
-16,-9,-2.02446
-16,-8,-2.18608
-16,-7,-2.34636
-16,-6,-2.50122
-16,-5,-2.64587
-16,-4,-2.77497
-16,-3,-2.883
-16,-2,-2.96474
-16,-1,-3.01587
-16,0,-3.03351
-16,1,-3.01665
-16,2,-2.96629
-16,3,-2.88531
-16,4,-2.77802
-16,5,-2.64964
-16,6,-2.50568
-16,7,-2.35146
-16,8,-2.1918
-16,9,-2.03074
-16,10,-1.87156
-16,11,-1.71674
-16,12,-1.56808
-16,13,-1.42677
-16,14,-1.29351
-16,15,-1.16863
-16,16,-1.05214
-16,17,-0.943861
-16,18,-0.843429
-16,19,-0.750388
-16,20,-0.664206
-16,21,-0.584309
-16,22,-0.510097
-16,23,-0.440965
-16,24,-0.376306
-16,25,-0.315521
-16,26,-0.258022
-16,27,-0.203232
-16,28,-0.150586
-16,29,-0.0995282
-16,30,-0.0495131
-16,31,0
-15,-31,0
-15,-30,-0.049318
-15,-29,-0.099255
-15,-28,-0.150391
-15,-27,-0.203315
-15,-26,-0.258627
-15,-25,-0.316944
-15,-24,-0.378903
-15,-23,-0.445159
-15,-22,-0.516392
-15,-21,-0.5933
-15,-20,-0.6766
-15,-19,-0.767018
-15,-18,-0.865278
-15,-17,-0.972083
-15,-16,-1.08809
-15,-15,-1.21386
-15,-14,-1.34983
-15,-13,-1.49622
-15,-12,-1.65295
-15,-11,-1.81952
-15,-10,-1.99488
-15,-9,-2.17727
-15,-8,-2.36404
-15,-7,-2.55152
-15,-6,-2.7349
-15,-5,-2.90825
-15,-4,-3.06472
-15,-3,-3.19696
-15,-2,-3.29783
-15,-1,-3.36125
-15,0,-3.38313
-15,1,-3.36202
-15,2,-3.29937
-15,3,-3.19926
-15,4,-3.06775
-15,5,-2.912
-15,6,-2.73933
-15,7,-2.55659
-15,8,-2.36972
-15,9,-2.1835
-15,10,-2.00162
-15,11,-1.82671
-15,12,-1.66054
-15,13,-1.50414
-15,14,-1.358
-15,15,-1.22222
-15,16,-1.09656
-15,17,-0.980584
-15,18,-0.873731
-15,19,-0.775341
-15,20,-0.684707
-15,21,-0.601106
-15,22,-0.523809
-15,23,-0.4521
-15,24,-0.385279
-15,25,-0.322668
-15,26,-0.26361
-15,27,-0.20747
-15,28,-0.153633
-15,29,-0.101498
-15,30,-0.05048
-15,31,0
-14,-31,0
-14,-30,-0.0498011
-14,-29,-0.100252
-14,-28,-0.151966
-14,-27,-0.205568
-14,-26,-0.261699
-14,-25,-0.321023
-14,-24,-0.384233
-14,-23,-0.452051
-14,-22,-0.525237
-14,-21,-0.604588
-14,-20,-0.690936
-14,-19,-0.785149
-14,-18,-0.88812
-14,-17,-1.00075
-14,-16,-1.12393
-14,-15,-1.25851
-14,-14,-1.40521
-14,-13,-1.5646
-14,-12,-1.73695
-14,-11,-1.92213
-14,-10,-2.11937
-14,-9,-2.32713
-14,-8,-2.54276
-14,-7,-2.76226
-14,-6,-2.98008
-14,-5,-3.18895
-14,-4,-3.38006
-14,-3,-3.54356
-14,-2,-3.66951
-14,-1,-3.74924
-14,0,-3.77678
-14,1,-3.75
-14,2,-3.67102
-14,3,-3.54581
-14,4,-3.38304
-14,5,-3.19263
-14,6,-2.98443
-14,7,-2.76725
-14,8,-2.54834
-14,9,-2.33326
-14,10,-2.126
-14,11,-1.9292
-14,12,-1.74441
-14,13,-1.57238
-14,14,-1.41324
-14,15,-1.26672
-14,16,-1.13226
-14,17,-1.00911
-14,18,-0.896428
-14,19,-0.79333
-14,20,-0.698905
-14,21,-0.61226
-14,22,-0.532528
-14,23,-0.458874
-14,24,-0.390501
-14,25,-0.326649
-14,26,-0.266597
-14,27,-0.209653
-14,28,-0.155153
-14,29,-0.102457
-14,30,-0.0509435
-14,31,0
-13,-31,0
-13,-30,-0.0497599
-13,-29,-0.100194
-13,-28,-0.151943
-13,-27,-0.205661
-13,-26,-0.262025
-13,-25,-0.321742
-13,-24,-0.385554
-13,-23,-0.454249
-13,-22,-0.528664
-13,-21,-0.609693
-13,-20,-0.698289
-13,-19,-0.795469
-13,-18,-0.902309
-13,-17,-1.01993
-13,-16,-1.14951
-13,-15,-1.2922
-13,-14,-1.44912
-13,-13,-1.62128
-13,-12,-1.80945
-13,-11,-2.01401
-13,-10,-2.23474
-13,-9,-2.47053
-13,-8,-2.71901
-13,-7,-2.97607
-13,-6,-3.23549
-13,-5,-3.48851
-13,-4,-3.72382
-13,-3,-3.92812
-13,-2,-4.08743
-13,-1,-4.18912
-13,0,-4.22433
-13,1,-4.18986
-13,2,-4.0889
-13,3,-3.93031
-13,4,-3.72671
-13,5,-3.49208
-13,6,-3.23971
-13,7,-2.98091
-13,8,-2.72443
-13,9,-2.47649
-13,10,-2.24118
-13,11,-2.02088
-13,12,-1.81669
-13,13,-1.62884
-13,14,-1.45693
-13,15,-1.30018
-13,16,-1.1576
-13,17,-1.02806
-13,18,-0.910384
-13,19,-0.80342
-13,20,-0.706034
-13,21,-0.61715
-13,22,-0.535751
-13,23,-0.460881
-13,24,-0.391647
-13,25,-0.327211
-13,26,-0.266786
-13,27,-0.209631
-13,28,-0.15504
-13,29,-0.102338
-13,30,-0.0508703
-13,31,0
-12,-31,0
-12,-30,-0.0491659
-12,-29,-0.0990224
-12,-28,-0.150229
-12,-27,-0.203464
-12,-26,-0.259432
-12,-25,-0.318872
-12,-24,-0.382574
-12,-23,-0.451379
-12,-22,-0.526198
-12,-21,-0.608018
-12,-20,-0.697911
-12,-19,-0.797044
-12,-18,-0.906684
-12,-17,-1.0282
-12,-16,-1.16306
-12,-15,-1.31279
-12,-14,-1.47898
-12,-13,-1.66318
-12,-12,-1.86682
-12,-11,-2.09102
-12,-10,-2.33638
-12,-9,-2.60259
-12,-8,-2.88794
-12,-7,-3.18865
-12,-6,-3.49807
-12,-5,-3.80588
-12,-4,-4.09772
-12,-3,-4.35555
-12,-2,-4.5595
-12,-1,-4.691
-12,0,-4.7367
-12,1,-4.69171
-12,2,-4.56091
-12,3,-4.35765
-12,4,-4.1005
-12,5,-3.80932
-12,6,-3.50212
-12,7,-3.1933
-12,8,-2.89314
-12,9,-2.6083
-12,10,-2.34256
-12,11,-2.09762
