iteration,S
403,-4.01927
404,-3.99526
405,-3.97137
406,-3.94762
407,-3.92401
408,-3.90052
409,-3.87716
410,-3.85394
411,-3.83084
412,-3.80787
413,-3.78504
414,-3.76232
415,-3.73974
416,-3.71728
417,-3.69495
418,-3.67274
419,-3.65066
420,-3.6287
421,-3.60687
422,-3.58516
423,-3.56357
424,-3.5421
425,-3.52075
426,-3.49952
427,-3.47842
428,-3.45743
429,-3.43656
430,-3.41581
431,-3.39518
432,-3.37466
433,-3.35426
434,-3.33398
435,-3.31381
436,-3.29376
437,-3.27382
438,-3.25399
439,-3.23428
440,-3.21468
441,-3.19519
442,-3.17581
443,-3.15655
444,-3.13739
445,-3.11834
446,-3.0994
447,-3.08058
448,-3.06185
449,-3.04324
450,-3.02473
451,-3.00633
452,-2.98804
453,-2.96985
454,-2.95177
455,-2.93379
456,-2.91591
457,-2.89814
458,-2.88047
459,-2.8629
460,-2.84543
461,-2.82806
462,-2.8108
463,-2.79363
464,-2.77657
465,-2.7596
466,-2.74273
467,-2.72596
468,-2.70929
469,-2.69271
470,-2.67623
471,-2.65985
472,-2.64356
473,-2.62737
474,-2.61127
475,-2.59527
476,-2.57936
477,-2.56354
478,-2.54781
479,-2.53218
480,-2.51664
481,-2.50119
482,-2.48583
483,-2.47055
484,-2.45537
485,-2.44028
486,-2.42528
487,-2.41036
488,-2.39554
489,-2.3808
490,-2.36614
491,-2.35158
492,-2.3371
493,-2.3227
494,-2.30839
495,-2.29416
496,-2.28002
497,-2.26596
498,-2.25199
499,-2.2381
500,-2.22428
