iteration,S
0,-0
1,-1.40746
2,-3.43798
3,-4.93821
4,-8.08488
5,-11.5821
6,-13.8664
7,-16.2469
8,-18.528
9,-20.9428
10,-23.1473
11,-25.5395
12,-27.893
13,-30.1787
14,-32.7899
15,-33.9961
16,-35.8513
17,-37.0284
18,-39.2447
19,-40.4101
20,-41.5897
21,-43.8241
22,-45.6673
23,-48.2272
24,-49.1568
25,-51.1912
26,-53.2498
27,-54.5155
28,-55.6683
29,-57.1899
30,-58.6352
31,-60.1055
32,-61.2596
33,-62.906
34,-63.7691
35,-64.7906
36,-65.9396
37,-67.7309
38,-68.4221
39,-69.2957
40,-70.9427
41,-71.4885
42,-73.1768
43,-75.2228
44,-75.7253
45,-77.3349
46,-78.2245
47,-80.0489
48,-81.0655
49,-82.2753
50,-82.8203
51,-83.8784
52,-84.5714
53,-85.2048
54,-85.9493
55,-87.0837
56,-87.8805
57,-88.5906
58,-89.5191
59,-90.3495
60,-91.2496
61,-91.6602
62,-92.2687
63,-93.1954
64,-93.8384
65,-94.6356
66,-95.7978
67,-96.2907
68,-96.8059
69,-97.5159
70,-97.7659
71,-98.3603
72,-99.3138
73,-100.019
74,-100.512
75,-101.295
76,-101.653
77,-102.553
78,-102.952
79,-103.546
80,-104.348
81,-105.124
82,-105.758
83,-106.155
84,-106.871
85,-107.333
86,-107.701
87,-108.077
88,-108.794
89,-109.228
90,-109.868
91,-110.779
92,-111.197
93,-111.72
94,-112.008
95,-112.18
96,-112.536
97,-113.253
98,-114.12
99,-114.508
100,-114.847
101,-115.042
102,-115.711
103,-116.142
104,-116.66
105,-116.846
106,-117.408
107,-118.041
108,-118.503
109,-118.772
110,-119.226
111,-119.621
112,-120.094
113,-120.584
114,-120.94
115,-121.289
116,-121.621
117,-121.927
118,-122.315
119,-123.12
120,-123.539
121,-124.039
122,-124.541
123,-125.321
124,-125.552
125,-125.879
126,-126.213
127,-126.5
128,-126.905
129,-127.126
130,-127.496
131,-127.837
132,-128.117
133,-128.438
134,-128.678
135,-129.03
136,-129.421
137,-129.72
138,-130.163
139,-130.39
140,-130.71
